Violation_ID,Seller_ID,Violation_Date,Violation_Year,Violation_Type,Severity_Level,Violation_Status,Reported_Source,Affected_Order_Count,Penalty_Amount,Fraud_Linked_Flag,Action_Taken,Resolved_Flag
V00502,31,2022-05-05,2022,Late Fulfillment,High,Escalated,User,5,2363.29,0,Warning Issued,0
V00503,31,2022-05-27,2022,Listing Misrepresentation,Medium,Open,User,17,857.38,1,Warning Issued,0
V00504,31,2022-03-04,2022,Fraud Suspicion,High,Under Investigation,System Detection,1,3398.38,1,Payout Hold,0
V00505,31,2023-04-10,2023,Fraud Suspicion,Medium,Escalated,Compliance Team,17,968.02,1,No Action,0
V00506,31,2023-09-01,2023,Fraud Suspicion,Low,Closed,Internal Audit,4,204.78,1,Warning Issued,1
V00507,31,2023-12-10,2023,Listing Misrepresentation,High,Open,System Detection,11,3525.73,1,Payout Hold,0
V00508,31,2024-10-07,2024,Policy Breach,Medium,Escalated,System Detection,7,1198.66,0,Listing Removed,0
V00509,31,2024-09-01,2024,Product Quality Issue,Low,Closed,User,6,519.93,0,Warning Issued,1
V00510,32,2021-02-04,2021,Product Quality Issue,Critical,Under Investigation,User,2,6559.13,0,Listing Removed,0
V00511,32,2021-10-14,2021,Late Fulfillment,Low,Closed,User,4,125.45,0,Warning Issued,1
V00512,32,2021-02-03,2021,Policy Breach,High,Closed,User,9,3282.73,0,Payout Hold,1
V00513,32,2022-11-25,2022,Policy Breach,Low,Closed,User,7,129.82,0,No Action,1
V00514,32,2022-02-17,2022,Product Quality Issue,Critical,Under Investigation,User,9,4419.27,0,Payout Hold,0
V00515,32,2022-01-24,2022,Counterfeit Risk,High,Open,User,14,1516.2,0,Listing Removed,1
V00516,32,2022-04-27,2022,Late Fulfillment,Medium,Closed,User,3,532.03,0,Seller Suspended,1
V00517,32,2023-04-12,2023,Policy Breach,High,Under Investigation,User,11,1461.79,0,Payout Hold,0
V00518,32,2023-01-06,2023,Listing Misrepresentation,Medium,Closed,Compliance Team,3,385.66,0,No Action,1
V00519,32,2023-03-14,2023,Late Fulfillment,Low,Closed,System Detection,9,312.16,0,Warning Issued,1
V00520,32,2024-10-11,2024,Policy Breach,Low,Escalated,Compliance Team,6,340.38,0,Listing Removed,0
V00521,32,2024-08-09,2024,Late Fulfillment,Medium,Escalated,User,5,1294.53,0,No Action,1
V00522,32,2024-08-03,2024,Policy Breach,Low,Closed,Compliance Team,12,137.84,0,No Action,1
V00523,32,2025-09-16,2025,Policy Breach,High,Open,System Detection,5,3627.4,0,Listing Removed,0
V00524,32,2025-10-18,2025,Late Fulfillment,High,Closed,User,4,1996.23,1,Listing Removed,1
V00525,32,2025-07-16,2025,Late Fulfillment,Critical,Closed,User,14,5936.62,1,Payout Hold,1
V00526,33,2021-12-25,2021,Late Fulfillment,Medium,Open,System Detection,14,1225.06,0,No Action,1
V00527,33,2021-12-01,2021,Fraud Suspicion,Medium,Closed,Internal Audit,17,1109.95,1,Warning Issued,1
V00528,33,2021-08-26,2021,Policy Breach,Low,Escalated,User,8,89.87,0,Warning Issued,0
V00529,33,2021-09-21,2021,Late Fulfillment,Medium,Open,User,11,925.02,0,Seller Suspended,1
V00530,33,2022-03-27,2022,Policy Breach,Medium,Closed,System Detection,7,836.09,0,Warning Issued,1
V00531,33,2023-10-02,2023,Fraud Suspicion,Critical,Closed,User,4,6481.45,1,Listing Removed,1
V00532,33,2023-07-19,2023,Fraud Suspicion,Medium,Closed,User,7,711.96,1,No Action,1
V00533,33,2023-03-26,2023,Policy Breach,High,Closed,System Detection,12,1721.17,1,Payout Hold,1
V00534,33,2024-10-12,2024,Policy Breach,Low,Closed,Compliance Team,3,563.16,0,No Action,1
V00535,33,2024-02-02,2024,Late Fulfillment,Low,Under Investigation,User,7,500.94,0,Warning Issued,0
V00536,33,2025-05-21,2025,Regulatory Non-Compliance,High,Closed,User,14,1747.05,0,Seller Suspended,1
V00537,33,2025-04-17,2025,Listing Misrepresentation,Medium,Open,System Detection,10,1097.38,0,Listing Removed,0
V00538,33,2025-11-24,2025,Late Fulfillment,Low,Closed,Compliance Team,9,433.35,0,Warning Issued,1
V00539,34,2021-05-25,2021,Late Fulfillment,High,Open,System Detection,4,3836.36,0,Listing Removed,1
V00540,34,2021-06-25,2021,Late Fulfillment,Critical,Open,User,10,6466.18,0,Seller Suspended,0
V00541,34,2021-04-28,2021,Fraud Suspicion,Critical,Under Investigation,Internal Audit,18,7246.96,1,Seller Suspended,0
V00542,34,2022-04-24,2022,Counterfeit Risk,Medium,Closed,User,14,1288.02,0,Listing Removed,1
V00543,34,2022-03-15,2022,Product Quality Issue,High,Closed,System Detection,19,1869.09,0,Listing Removed,1
V00544,34,2022-05-08,2022,Late Fulfillment,Medium,Escalated,Internal Audit,11,492.91,0,No Action,1
V00545,34,2024-07-24,2024,Fraud Suspicion,High,Escalated,Compliance Team,3,2399.35,1,Payout Hold,0
V00546,34,2024-04-08,2024,Policy Breach,Critical,Escalated,User,2,4736.56,1,Listing Removed,0
V00547,34,2024-10-25,2024,Policy Breach,Medium,Closed,Internal Audit,18,759.0,0,Listing Removed,1
V00548,34,2025-01-06,2025,Fraud Suspicion,Low,Closed,Internal Audit,15,249.01,1,Warning Issued,1
V00549,34,2025-09-01,2025,Fraud Suspicion,Critical,Under Investigation,User,13,7884.51,1,Payout Hold,0
V00550,34,2025-01-20,2025,Listing Misrepresentation,High,Escalated,Compliance Team,15,2811.07,1,Warning Issued,0
V00551,35,2021-02-18,2021,Late Fulfillment,High,Open,User,17,3990.8,1,Listing Removed,0
V00552,35,2021-04-20,2021,Late Fulfillment,High,Open,Compliance Team,7,3086.25,1,No Action,0
V00553,35,2021-07-24,2021,Fraud Suspicion,Critical,Under Investigation,Compliance Team,16,4857.68,1,Seller Suspended,0
V00554,35,2021-02-04,2021,Listing Misrepresentation,Critical,Escalated,Compliance Team,8,2804.63,0,Seller Suspended,0
V00555,35,2021-10-03,2021,Policy Breach,Medium,Open,Compliance Team,16,516.07,0,No Action,0
V00556,35,2021-06-12,2021,Fraud Suspicion,Critical,Closed,User,12,7160.87,1,Payout Hold,1
V00557,35,2023-10-07,2023,Fraud Suspicion,Medium,Open,System Detection,15,943.16,1,Warning Issued,1
V00558,35,2023-06-10,2023,Fraud Suspicion,Critical,Escalated,User,4,5407.34,1,Seller Suspended,0
V00559,35,2023-10-24,2023,Fraud Suspicion,High,Closed,Internal Audit,11,2104.73,1,Warning Issued,1
V00560,35,2023-05-10,2023,Regulatory Non-Compliance,High,Under Investigation,Internal Audit,9,2208.57,0,Seller Suspended,1
V00561,35,2024-10-19,2024,Fraud Suspicion,Critical,Escalated,System Detection,15,6029.62,1,Seller Suspended,0
V00562,35,2024-08-03,2024,Fraud Suspicion,Critical,Closed,User,11,5628.19,1,Seller Suspended,1
V00563,35,2024-05-01,2024,Policy Breach,Critical,Closed,Compliance Team,17,7212.59,0,Seller Suspended,1
V00564,35,2024-02-06,2024,Fraud Suspicion,Critical,Under Investigation,User,11,6769.48,1,Seller Suspended,1
V00565,35,2024-01-14,2024,Policy Breach,Low,Closed,Internal Audit,9,384.14,0,Warning Issued,1
V00566,35,2024-01-21,2024,Listing Misrepresentation,High,Under Investigation,Internal Audit,5,3173.2,0,No Action,0
V00567,35,2025-06-21,2025,Late Fulfillment,Critical,Open,Compliance Team,12,6663.57,0,Seller Suspended,1
V00568,35,2025-06-14,2025,Policy Breach,Low,Under Investigation,User,7,366.0,0,No Action,1
V00569,35,2025-03-13,2025,Product Quality Issue,Medium,Closed,Compliance Team,5,582.55,0,Listing Removed,1
V00570,36,2021-06-14,2021,Regulatory Non-Compliance,Medium,Closed,Compliance Team,15,1288.27,0,Warning Issued,1
V00571,36,2021-09-11,2021,Regulatory Non-Compliance,High,Open,User,16,2624.4,1,Listing Removed,0
V00572,36,2021-09-09,2021,Counterfeit Risk,Low,Closed,Compliance Team,9,3.91,0,Warning Issued,1
V00573,36,2021-07-13,2021,Fraud Suspicion,Low,Closed,System Detection,16,45.03,1,Listing Removed,1
V00574,36,2021-06-27,2021,Fraud Suspicion,High,Closed,System Detection,17,1879.1,1,Listing Removed,1
V00575,36,2021-06-02,2021,Policy Breach,Critical,Escalated,System Detection,2,6031.4,0,Seller Suspended,0
V00576,36,2022-05-09,2022,Late Fulfillment,Medium,Closed,Compliance Team,7,452.89,0,Warning Issued,1
V00577,36,2022-03-24,2022,Late Fulfillment,High,Closed,System Detection,2,2033.65,0,Payout Hold,1
V00578,36,2022-08-24,2022,Product Quality Issue,Medium,Closed,System Detection,9,451.21,0,Warning Issued,1
V00579,36,2023-01-13,2023,Regulatory Non-Compliance,Medium,Under Investigation,Internal Audit,2,498.05,0,No Action,0
V00580,36,2023-06-12,2023,Policy Breach,Low,Closed,System Detection,2,65.23,0,No Action,1
V00581,36,2024-04-28,2024,Regulatory Non-Compliance,Critical,Open,System Detection,10,3808.85,1,Seller Suspended,0
V00582,36,2025-09-19,2025,Regulatory Non-Compliance,Medium,Under Investigation,System Detection,5,1364.25,0,Listing Removed,0
V00583,36,2025-12-06,2025,Fraud Suspicion,Critical,Under Investigation,Internal Audit,5,6996.04,1,Listing Removed,0
V00584,37,2021-04-22,2021,Late Fulfillment,Low,Closed,Internal Audit,10,85.06,0,Warning Issued,1
V00585,37,2021-11-17,2021,Late Fulfillment,Low,Open,Internal Audit,11,55.36,0,Warning Issued,0
V00586,37,2022-02-21,2022,Late Fulfillment,Medium,Escalated,Compliance Team,7,932.66,0,Warning Issued,1
V00587,37,2023-04-25,2023,Late Fulfillment,Critical,Escalated,Compliance Team,4,7321.54,0,Payout Hold,0
V00588,37,2023-06-14,2023,Late Fulfillment,Medium,Closed,System Detection,12,278.65,0,No Action,1
V00589,37,2023-12-21,2023,Late Fulfillment,High,Escalated,User,19,3100.33,0,Payout Hold,0
V00590,37,2023-07-17,2023,Policy Breach,Medium,Closed,Internal Audit,3,252.81,0,Listing Removed,1
V00591,37,2023-03-06,2023,Late Fulfillment,Medium,Closed,Compliance Team,8,741.7,0,Warning Issued,1
V00592,37,2023-06-18,2023,Policy Breach,Critical,Escalated,User,14,3326.87,0,Payout Hold,1
V00593,37,2024-10-05,2024,Listing Misrepresentation,Medium,Closed,System Detection,10,299.29,0,Payout Hold,1
V00594,37,2025-04-14,2025,Product Quality Issue,High,Escalated,Compliance Team,16,3755.76,0,Listing Removed,1
V00595,37,2025-12-24,2025,Fraud Suspicion,Critical,Under Investigation,User,20,6442.13,1,Seller Suspended,0
V00596,37,2025-05-20,2025,Policy Breach,High,Closed,Internal Audit,10,2355.59,0,Listing Removed,1
V00597,37,2025-01-23,2025,Counterfeit Risk,Critical,Under Investigation,Internal Audit,20,5126.81,1,Payout Hold,0
V00598,37,2025-10-15,2025,Fraud Suspicion,High,Escalated,Compliance Team,11,2883.46,1,Warning Issued,0
V00599,38,2021-09-05,2021,Product Quality Issue,Medium,Closed,Internal Audit,5,411.86,0,No Action,1
V00600,38,2021-12-02,2021,Product Quality Issue,High,Closed,User,13,3377.22,1,Payout Hold,1
V00601,38,2021-01-22,2021,Listing Misrepresentation,Critical,Closed,User,3,5630.56,0,Seller Suspended,1
V00602,38,2021-05-18,2021,Fraud Suspicion,High,Escalated,Internal Audit,9,1547.67,1,Listing Removed,0
V00603,38,2021-03-12,2021,Product Quality Issue,Medium,Closed,System Detection,16,1308.43,1,No Action,1
V00604,38,2021-04-28,2021,Product Quality Issue,Critical,Open,System Detection,17,3934.01,0,Payout Hold,0
V00605,38,2022-12-16,2022,Fraud Suspicion,Critical,Under Investigation,Compliance Team,4,3445.21,1,No Action,0
V00606,38,2022-06-17,2022,Policy Breach,Medium,Escalated,User,1,1138.27,0,Warning Issued,0
V00607,38,2022-09-09,2022,Regulatory Non-Compliance,High,Under Investigation,Compliance Team,4,3040.31,1,Payout Hold,0
V00608,38,2022-11-20,2022,Fraud Suspicion,High,Closed,User,8,3778.96,1,Payout Hold,1
V00609,38,2022-08-06,2022,Fraud Suspicion,High,Escalated,User,14,1807.4,1,Payout Hold,0
V00610,38,2023-02-11,2023,Counterfeit Risk,Critical,Under Investigation,User,8,5906.59,1,Listing Removed,1
V00611,38,2023-09-04,2023,Fraud Suspicion,Medium,Open,Compliance Team,13,582.19,1,No Action,0
V00612,38,2023-02-10,2023,Policy Breach,Low,Closed,User,11,568.79,0,No Action,1
V00613,38,2023-08-18,2023,Fraud Suspicion,High,Open,User,16,1815.05,1,Payout Hold,0
V00614,38,2023-06-13,2023,Fraud Suspicion,Critical,Under Investigation,Internal Audit,8,7252.19,1,No Action,1
V00615,38,2024-08-09,2024,Late Fulfillment,Low,Closed,Compliance Team,9,202.37,0,Warning Issued,1
V00616,38,2024-09-21,2024,Late Fulfillment,Medium,Escalated,Compliance Team,8,646.66,0,No Action,0
V00617,38,2024-03-10,2024,Policy Breach,High,Escalated,User,3,2284.32,0,Seller Suspended,1
V00618,38,2025-01-05,2025,Policy Breach,Medium,Under Investigation,Compliance Team,3,540.11,0,Payout Hold,1
V00619,39,2021-06-28,2021,Listing Misrepresentation,Medium,Under Investigation,System Detection,8,902.23,0,Listing Removed,1
V00620,39,2021-11-04,2021,Late Fulfillment,Medium,Closed,System Detection,13,732.28,0,Payout Hold,1
V00621,39,2021-03-16,2021,Regulatory Non-Compliance,High,Escalated,System Detection,13,3696.61,0,Payout Hold,0
V00622,39,2022-03-24,2022,Fraud Suspicion,High,Escalated,User,5,3849.11,1,Listing Removed,1
V00623,39,2022-12-18,2022,Counterfeit Risk,Medium,Open,System Detection,11,1348.33,0,Payout Hold,0
V00624,39,2022-01-13,2022,Fraud Suspicion,High,Under Investigation,Internal Audit,7,1611.87,1,Payout Hold,0
V00625,39,2022-08-13,2022,Counterfeit Risk,High,Escalated,System Detection,7,1962.55,0,Payout Hold,0
V00626,39,2022-08-05,2022,Fraud Suspicion,Critical,Under Investigation,System Detection,12,5310.1,1,Seller Suspended,0
V00627,39,2022-11-18,2022,Fraud Suspicion,High,Escalated,User,8,2936.26,1,No Action,0
V00628,39,2024-12-24,2024,Fraud Suspicion,High,Closed,User,4,3513.58,1,Listing Removed,1
V00629,39,2024-03-19,2024,Fraud Suspicion,High,Escalated,System Detection,11,3398.21,1,Seller Suspended,0
V00630,39,2024-04-18,2024,Late Fulfillment,Medium,Closed,Compliance Team,5,972.01,0,Warning Issued,1
V00631,39,2024-09-10,2024,Fraud Suspicion,Medium,Closed,User,8,866.38,1,No Action,1
V00632,39,2024-04-01,2024,Late Fulfillment,Medium,Closed,User,9,1156.29,0,Payout Hold,1
V00633,39,2024-10-15,2024,Fraud Suspicion,High,Under Investigation,System Detection,11,1993.33,1,Listing Removed,1
V00634,39,2025-12-04,2025,Fraud Suspicion,High,Escalated,Compliance Team,11,3853.71,1,Listing Removed,0
V00635,39,2025-01-26,2025,Regulatory Non-Compliance,Medium,Closed,User,2,317.86,0,No Action,1
V00636,39,2025-01-09,2025,Product Quality Issue,Critical,Under Investigation,User,14,7249.93,0,Payout Hold,0
V00637,39,2025-12-23,2025,Policy Breach,High,Escalated,Compliance Team,2,3371.01,1,No Action,0
V00638,39,2025-05-08,2025,Policy Breach,Critical,Closed,Compliance Team,4,2865.25,0,Listing Removed,1
V00639,39,2025-04-28,2025,Fraud Suspicion,Critical,Open,System Detection,15,5674.54,1,Listing Removed,0
V00640,40,2021-11-01,2021,Fraud Suspicion,High,Open,Internal Audit,21,3734.96,1,Seller Suspended,0
V00641,40,2021-11-19,2021,Product Quality Issue,Medium,Closed,User,18,394.45,0,No Action,1
V00642,40,2021-12-15,2021,Policy Breach,Medium,Closed,User,19,728.23,1,Warning Issued,1
V00643,40,2021-01-04,2021,Counterfeit Risk,Medium,Closed,Compliance Team,16,560.84,1,Listing Removed,1
V00644,40,2021-04-02,2021,Late Fulfillment,High,Closed,System Detection,3,3433.78,1,Seller Suspended,1
V00645,40,2021-05-06,2021,Fraud Suspicion,Medium,Closed,User,1,425.76,1,Payout Hold,1
V00646,40,2022-03-05,2022,Listing Misrepresentation,Low,Under Investigation,User,8,596.74,0,No Action,1
V00647,40,2022-12-24,2022,Fraud Suspicion,Medium,Closed,Internal Audit,1,1118.2,1,Warning Issued,1
V00648,40,2022-02-08,2022,Counterfeit Risk,Medium,Closed,User,17,708.36,0,Warning Issued,1
V00649,40,2022-04-28,2022,Fraud Suspicion,Critical,Escalated,Compliance Team,17,2641.05,1,Seller Suspended,0
V00650,40,2022-06-20,2022,Fraud Suspicion,High,Open,System Detection,2,2329.34,1,Payout Hold,0
V00651,40,2023-07-08,2023,Fraud Suspicion,Critical,Under Investigation,User,16,3088.72,1,Seller Suspended,0
V00652,40,2023-11-21,2023,Late Fulfillment,High,Under Investigation,Compliance Team,8,2848.41,1,Listing Removed,0
V00653,40,2023-11-15,2023,Fraud Suspicion,Critical,Closed,User,15,4414.18,1,Seller Suspended,1
V00654,40,2024-05-16,2024,Fraud Suspicion,Low,Closed,User,3,26.47,1,Warning Issued,1
V00655,40,2025-01-07,2025,Fraud Suspicion,Critical,Escalated,User,15,3052.07,1,Seller Suspended,0
V00656,40,2025-03-14,2025,Product Quality Issue,High,Closed,User,14,1444.4,0,Payout Hold,1
V00657,40,2025-06-23,2025,Fraud Suspicion,Critical,Under Investigation,User,2,5040.7,1,Payout Hold,0
V00658,41,2021-06-17,2021,Late Fulfillment,Medium,Open,User,7,271.79,0,Warning Issued,1
V00659,41,2021-11-12,2021,Product Quality Issue,High,Under Investigation,Compliance Team,14,2001.29,0,Payout Hold,1
V00660,41,2021-10-13,2021,Fraud Suspicion,Critical,Escalated,Compliance Team,8,7110.82,1,Seller Suspended,0
V00661,41,2021-06-19,2021,Fraud Suspicion,Critical,Open,User,3,3963.02,1,Listing Removed,1
V00662,41,2021-11-19,2021,Fraud Suspicion,Critical,Closed,User,1,3183.78,1,Seller Suspended,1
V00663,41,2022-10-08,2022,Policy Breach,Low,Closed,User,1,378.64,0,No Action,1
V00664,41,2022-04-22,2022,Late Fulfillment,High,Closed,User,14,3423.5,1,Payout Hold,1
V00665,41,2022-08-13,2022,Product Quality Issue,High,Open,User,8,2317.05,1,Payout Hold,0
V00666,41,2022-12-10,2022,Fraud Suspicion,Critical,Escalated,Compliance Team,9,5167.25,1,Listing Removed,0
V00667,41,2022-04-08,2022,Policy Breach,Medium,Closed,Internal Audit,3,611.38,1,Payout Hold,1
V00668,41,2023-08-26,2023,Counterfeit Risk,Medium,Escalated,Compliance Team,9,788.48,0,Warning Issued,0
V00669,41,2023-08-02,2023,Product Quality Issue,High,Closed,User,3,1267.07,0,Listing Removed,1
V00670,41,2023-11-22,2023,Counterfeit Risk,High,Closed,Compliance Team,12,3792.67,0,Warning Issued,1
V00671,41,2024-04-12,2024,Product Quality Issue,High,Closed,Compliance Team,8,3654.85,0,Payout Hold,1
V00672,41,2025-02-03,2025,Regulatory Non-Compliance,Critical,Escalated,Compliance Team,19,5942.78,0,Payout Hold,0
V00673,41,2025-02-18,2025,Regulatory Non-Compliance,Critical,Under Investigation,Internal Audit,18,6668.08,0,Listing Removed,0
V00674,41,2025-09-24,2025,Regulatory Non-Compliance,High,Under Investigation,User,4,2313.0,0,Payout Hold,1
V00675,41,2025-05-18,2025,Counterfeit Risk,High,Closed,Compliance Team,8,3527.78,0,Warning Issued,1
V00676,42,2021-05-20,2021,Policy Breach,High,Closed,User,4,3451.43,0,Payout Hold,1
V00677,42,2021-11-14,2021,Product Quality Issue,High,Closed,Internal Audit,11,3790.64,0,No Action,1
V00678,42,2021-05-02,2021,Late Fulfillment,Medium,Open,User,9,390.62,0,Payout Hold,0
V00679,42,2022-03-16,2022,Late Fulfillment,High,Closed,Internal Audit,2,1999.92,0,Payout Hold,1
V00680,42,2023-10-26,2023,Policy Breach,High,Closed,System Detection,5,3778.68,1,Seller Suspended,1
V00681,42,2023-10-13,2023,Late Fulfillment,Medium,Open,User,1,640.49,0,Listing Removed,0
V00682,42,2023-02-13,2023,Fraud Suspicion,Critical,Under Investigation,User,10,7040.36,1,Seller Suspended,0
V00683,42,2023-09-19,2023,Policy Breach,Medium,Closed,User,16,301.36,0,Warning Issued,1
V00684,42,2023-07-16,2023,Fraud Suspicion,Critical,Under Investigation,User,14,2874.82,1,Seller Suspended,0
V00685,42,2023-02-07,2023,Counterfeit Risk,Critical,Under Investigation,System Detection,4,7929.25,0,Seller Suspended,1
V00686,42,2024-12-14,2024,Fraud Suspicion,Medium,Escalated,User,5,1476.27,1,Warning Issued,0
V00687,42,2024-02-13,2024,Policy Breach,Low,Closed,User,3,86.79,1,Warning Issued,1
V00688,42,2024-06-21,2024,Fraud Suspicion,High,Escalated,Internal Audit,13,3535.38,1,Payout Hold,1
V00689,42,2024-12-03,2024,Late Fulfillment,Medium,Closed,Compliance Team,13,933.38,0,Payout Hold,1
V00690,42,2025-08-27,2025,Late Fulfillment,High,Escalated,Compliance Team,9,2867.64,1,Seller Suspended,1
V00691,42,2025-09-14,2025,Product Quality Issue,High,Escalated,Internal Audit,13,2855.64,1,Listing Removed,0
V00692,43,2021-12-28,2021,Late Fulfillment,Medium,Under Investigation,User,9,1074.88,0,Warning Issued,1
V00693,43,2021-11-06,2021,Late Fulfillment,Medium,Closed,Internal Audit,10,1121.24,0,Listing Removed,1
V00694,43,2022-02-03,2022,Late Fulfillment,Medium,Closed,Compliance Team,7,995.01,0,Warning Issued,1
V00695,43,2022-07-07,2022,Late Fulfillment,Low,Escalated,System Detection,5,60.0,0,No Action,0
V00696,43,2023-08-01,2023,Fraud Suspicion,Medium,Under Investigation,System Detection,3,912.94,1,Warning Issued,0
V00697,43,2023-07-13,2023,Late Fulfillment,High,Closed,User,6,2231.38,0,Payout Hold,1
V00698,43,2024-01-27,2024,Policy Breach,Medium,Closed,User,16,1195.33,0,Listing Removed,1
V00699,43,2024-10-15,2024,Policy Breach,Medium,Under Investigation,Compliance Team,1,1226.57,0,Warning Issued,0
V00700,43,2024-06-09,2024,Policy Breach,Critical,Escalated,User,12,3513.79,0,Seller Suspended,0
V00701,43,2024-07-21,2024,Listing Misrepresentation,High,Under Investigation,System Detection,4,3084.38,0,Warning Issued,0
V00702,43,2025-03-10,2025,Late Fulfillment,High,Closed,System Detection,6,2435.09,0,No Action,1
V00703,43,2025-03-25,2025,Listing Misrepresentation,Low,Open,Compliance Team,2,168.56,0,Warning Issued,1
V00704,43,2025-09-27,2025,Regulatory Non-Compliance,High,Closed,System Detection,16,1179.91,0,Listing Removed,1
V00705,43,2025-01-04,2025,Product Quality Issue,High,Under Investigation,User,14,3974.91,0,Seller Suspended,0
V00706,44,2021-06-15,2021,Policy Breach,High,Escalated,Compliance Team,10,1404.73,0,Listing Removed,1
V00707,44,2021-11-26,2021,Late Fulfillment,Low,Under Investigation,User,9,122.33,0,Warning Issued,1
V00708,44,2021-06-08,2021,Late Fulfillment,Medium,Closed,Internal Audit,5,915.36,0,No Action,1
V00709,44,2022-06-09,2022,Regulatory Non-Compliance,Medium,Open,User,7,1118.4,0,Seller Suspended,0
V00710,44,2022-05-02,2022,Counterfeit Risk,Critical,Under Investigation,Internal Audit,15,4068.64,0,Seller Suspended,1
V00711,44,2022-02-04,2022,Late Fulfillment,Medium,Escalated,Internal Audit,15,606.83,0,No Action,1
V00712,44,2022-08-22,2022,Regulatory Non-Compliance,High,Escalated,User,5,3703.51,0,Payout Hold,0
V00713,44,2023-11-22,2023,Policy Breach,Medium,Open,Internal Audit,3,943.86,0,No Action,0
V00714,44,2023-08-12,2023,Policy Breach,Medium,Open,Internal Audit,3,1008.43,0,No Action,0
V00715,44,2023-06-23,2023,Policy Breach,Low,Closed,Compliance Team,6,137.73,0,No Action,1
V00716,44,2024-05-20,2024,Fraud Suspicion,Critical,Open,System Detection,14,7247.73,1,Seller Suspended,0
V00717,44,2024-12-28,2024,Listing Misrepresentation,High,Under Investigation,User,4,3527.68,0,No Action,0
V00718,44,2024-11-12,2024,Late Fulfillment,Medium,Closed,User,2,918.85,0,Warning Issued,1
V00719,44,2024-10-20,2024,Late Fulfillment,High,Closed,System Detection,15,3058.72,0,Warning Issued,1
V00720,44,2025-04-21,2025,Product Quality Issue,Medium,Closed,Compliance Team,13,1076.34,0,Listing Removed,1
V00721,44,2025-10-19,2025,Product Quality Issue,Critical,Under Investigation,System Detection,10,7366.4,0,Seller Suspended,0
V00722,44,2025-06-16,2025,Product Quality Issue,Medium,Closed,User,7,811.77,0,Warning Issued,1
V00723,44,2025-01-26,2025,Counterfeit Risk,High,Closed,User,5,2144.02,0,Seller Suspended,1
V00724,44,2025-04-27,2025,Product Quality Issue,Medium,Closed,System Detection,3,547.83,0,Listing Removed,1
V00725,45,2021-11-22,2021,Product Quality Issue,Low,Escalated,User,3,528.94,0,Warning Issued,1
V00726,45,2022-12-19,2022,Product Quality Issue,Low,Under Investigation,User,4,70.18,0,Warning Issued,0
V00727,45,2023-12-17,2023,Late Fulfillment,Medium,Open,System Detection,9,884.9,0,No Action,0
V00728,45,2024-08-23,2024,Late Fulfillment,High,Under Investigation,System Detection,11,1705.7,1,No Action,0
V00729,45,2024-11-03,2024,Policy Breach,High,Escalated,User,5,2650.99,1,Seller Suspended,0
V00730,45,2024-10-11,2024,Policy Breach,Low,Open,User,5,242.57,1,No Action,1
V00731,45,2025-12-19,2025,Fraud Suspicion,Medium,Open,Internal Audit,4,1371.11,1,Listing Removed,0
V00732,45,2025-11-13,2025,Late Fulfillment,Low,Escalated,Compliance Team,7,169.32,1,Warning Issued,0
V00733,46,2021-10-16,2021,Fraud Suspicion,High,Under Investigation,User,5,1583.94,1,Payout Hold,0
V00734,46,2021-07-18,2021,Product Quality Issue,Medium,Closed,User,12,542.6,0,Warning Issued,1
V00735,46,2021-11-19,2021,Fraud Suspicion,High,Closed,User,2,3344.77,1,Payout Hold,1
V00736,46,2021-10-14,2021,Fraud Suspicion,High,Open,System Detection,6,2131.16,1,Payout Hold,0
V00737,46,2021-02-05,2021,Policy Breach,Critical,Escalated,Compliance Team,8,5574.87,0,Payout Hold,0
V00738,46,2021-02-18,2021,Policy Breach,Critical,Escalated,User,11,6811.81,0,Seller Suspended,1
V00739,46,2022-08-16,2022,Policy Breach,High,Under Investigation,User,12,3352.18,1,Payout Hold,1
V00740,46,2022-09-05,2022,Product Quality Issue,High,Under Investigation,Compliance Team,7,1422.74,0,Listing Removed,0
V00741,46,2022-08-02,2022,Fraud Suspicion,Critical,Under Investigation,User,15,3965.21,1,Seller Suspended,0
V00742,46,2023-06-16,2023,Fraud Suspicion,High,Open,Compliance Team,7,1378.99,1,Payout Hold,0
V00743,46,2023-10-01,2023,Regulatory Non-Compliance,Low,Closed,User,4,422.48,0,Warning Issued,1
V00744,46,2024-08-06,2024,Late Fulfillment,Low,Closed,User,8,106.58,0,Listing Removed,1
V00745,46,2025-12-26,2025,Fraud Suspicion,High,Open,User,18,2357.87,1,Listing Removed,0
V00746,46,2025-09-26,2025,Counterfeit Risk,Low,Escalated,User,3,451.83,0,No Action,0
V00747,46,2025-01-20,2025,Fraud Suspicion,High,Escalated,User,8,2970.81,1,No Action,1
V00748,46,2025-01-24,2025,Regulatory Non-Compliance,Critical,Escalated,Internal Audit,14,2741.18,0,Listing Removed,0
V00749,46,2025-11-01,2025,Fraud Suspicion,High,Escalated,Compliance Team,11,2960.94,1,Seller Suspended,0
V00750,47,2021-06-23,2021,Late Fulfillment,High,Open,System Detection,9,2404.98,0,Payout Hold,1
V00751,47,2021-07-12,2021,Late Fulfillment,Low,Escalated,Compliance Team,14,248.05,0,No Action,1
V00752,47,2021-09-05,2021,Policy Breach,Low,Closed,Compliance Team,12,127.93,0,Listing Removed,1
V00753,47,2022-05-11,2022,Counterfeit Risk,Medium,Closed,User,7,527.22,0,Payout Hold,1
